site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,omitted_days,Symo Advanced 24.0-3 480 (1)__rated_kw,Symo Advanced 24.0-3 480 (1)__daily_energy_kwh,Symo Advanced 24.0-3 480 (1)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2)__rated_kw,Symo Advanced 24.0-3 480 (2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3)__rated_kw,Symo Advanced 24.0-3 480 (3)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (4)__rated_kw,Symo Advanced 24.0-3 480 (4)__daily_energy_kwh,Symo Advanced 24.0-3 480 (4)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (4)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5)__rated_kw,Symo Advanced 24.0-3 480 (5)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5)__relative_specific_yield_vs_site_avg
NE19-8-11,2024-05-10,offline_or_near_zero,719.92,FRONIUS-35d57c96-ce57-4d21-8268--001,Symo Advanced 24.0-3 480 (1),,24.0,0.0,0.0,0.0,24.0,182.16,7.59,1.265141,24.0,179.03,7.459583,1.243402,24.0,135.94,5.664167,0.944133,24.0,222.79,9.282917,1.547325
NE19-8-11,2024-05-11,offline_or_near_zero,754.64,FRONIUS-35d57c96-ce57-4d21-8268--001,Symo Advanced 24.0-3 480 (1),,24.0,0.0,0.0,0.0,24.0,177.83,7.409583,1.178244,24.0,176.56,7.356667,1.169829,24.0,181.91,7.579583,1.205277,24.0,218.34,9.0975,1.44665
NE19-8-11,2024-05-12,offline_or_near_zero,680.05,FRONIUS-35d57c96-ce57-4d21-8268--001,Symo Advanced 24.0-3 480 (1),,24.0,0.0,0.0,0.0,24.0,159.51,6.64625,1.172781,24.0,158.96,6.623333,1.168738,24.0,163.46,6.810833,1.201823,24.0,198.12,8.255,1.456658
NE19-8-11,2024-05-13,offline_or_near_zero,326.79,FRONIUS-35d57c96-ce57-4d21-8268--001,Symo Advanced 24.0-3 480 (1),,24.0,2.55,0.10625,0.039016,24.0,97.02,4.0425,1.48444,24.0,96.1,4.004167,1.470363,24.0,2.65,0.110417,0.040546,24.0,128.47,5.352917,1.965635
NE19-8-11,,Omitted,,,,0,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-05-13,offline_or_near_zero,326.79,FRONIUS-35d57c96-ce57-4d21-8268--002,Symo Advanced 24.0-3 480 (4),,24.0,2.55,0.10625,0.039016,24.0,97.02,4.0425,1.48444,24.0,96.1,4.004167,1.470363,24.0,2.65,0.110417,0.040546,24.0,128.47,5.352917,1.965635
NE19-8-11,2024-05-14,Normal,534.23,,,,24.0,102.98,4.290833,0.963817,24.0,101.36,4.223333,0.948655,24.0,100.73,4.197083,0.942759,24.0,103.12,4.296667,0.965127,24.0,126.04,5.251667,1.179642
NE19-8-11,2024-05-15,Normal,814.47,,,,24.0,155.14,6.464167,0.952398,24.0,152.32,6.346667,0.935087,24.0,151.63,6.317917,0.930851,24.0,155.39,6.474583,0.953933,24.0,199.99,8.332917,1.227731
NE19-8-11,2024-05-16,Normal,737.63,,,,24.0,141.6,5.9,0.959831,24.0,138.33,5.76375,0.937665,24.0,136.26,5.6775,0.923634,24.0,141.46,5.894167,0.958882,24.0,179.98,7.499167,1.219988
NE19-8-11,2024-05-17,Normal,336.85,,,,24.0,63.84,2.66,0.947603,24.0,63.32,2.638333,0.939884,24.0,63.51,2.64625,0.942704,24.0,63.77,2.657083,0.946564,24.0,82.41,3.43375,1.223245
NE19-8-11,2024-05-18,Normal,756.83,,,,24.0,146.33,6.097083,0.96673,24.0,144.29,6.012083,0.953252,24.0,143.69,5.987083,0.949288,24.0,146.26,6.094167,0.966267,24.0,176.26,7.344167,1.164462
NE19-8-11,2024-05-19,Normal,603.18,,,,24.0,115.33,4.805417,0.956016,24.0,113.75,4.739583,0.942919,24.0,113.26,4.719167,0.938857,24.0,115.49,4.812083,0.957343,24.0,145.35,6.05625,1.204864
NE19-8-11,2024-05-20,Normal,611.28,,,,24.0,117.11,4.879583,0.957908,24.0,115.44,4.81,0.944248,24.0,114.94,4.789167,0.940158,24.0,117.12,4.88,0.95799,24.0,146.67,6.11125,1.199696
NE19-8-11,,Omitted,,,,3,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-05-24,Normal,798.6,,,,24.0,154.66,6.444167,0.96832,24.0,152.25,6.34375,0.953231,24.0,150.61,6.275417,0.942963,24.0,154.49,6.437083,0.967255,24.0,186.59,7.774583,1.168232
NE19-8-11,2024-05-25,Normal,715.61,,,,24.0,138.31,5.762917,0.966378,24.0,136.05,5.66875,0.950588,24.0,134.54,5.605833,0.940037,24.0,138.41,5.767083,0.967077,24.0,168.3,7.0125,1.17592
NE19-8-11,2024-05-26,Normal,506.06,,,,24.0,97.78,4.074167,0.966091,24.0,96.48,4.02,0.953247,24.0,96.02,4.000833,0.948702,24.0,97.73,4.072083,0.965597,24.0,118.05,4.91875,1.166364
NE19-8-11,2024-05-27,Normal,970.27,,,,24.0,188.98,7.874167,0.973853,24.0,184.35,7.68125,0.949993,24.0,181.89,7.57875,0.937316,24.0,188.42,7.850833,0.970967,24.0,226.63,9.442917,1.167871
NE19-8-11,2024-05-28,Normal,913.14,,,,24.0,182.27,7.594583,0.99804,24.0,179.66,7.485833,0.983748,24.0,178.43,7.434583,0.977013,24.0,151.35,6.30625,0.828734,24.0,221.43,9.22625,1.212465
NE19-8-11,2024-05-29,offline_or_near_zero,713.78,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,173.54,7.230833,1.215641,24.0,169.42,7.059167,1.18678,24.0,167.11,6.962917,1.170599,24.0,0.0,0.0,0.0,24.0,203.71,8.487917,1.42698
NE19-8-11,2024-05-30,offline_or_near_zero,439.92,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,103.75,4.322917,1.179192,24.0,102.48,4.27,1.164757,24.0,101.7,4.2375,1.155892,24.0,0.0,0.0,0.0,24.0,131.99,5.499583,1.500159
NE19-8-11,2024-05-31,offline_or_near_zero,610.7,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,145.43,6.059583,1.190683,24.0,141.91,5.912917,1.161863,24.0,140.36,5.848333,1.149173,24.0,0.0,0.0,0.0,24.0,183.0,7.625,1.498281
NE19-8-11,2024-06-01,offline_or_near_zero,670.48,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,159.88,6.661667,1.19228,24.0,157.27,6.552917,1.172816,24.0,156.71,6.529583,1.16864,24.0,0.0,0.0,0.0,24.0,196.62,8.1925,1.466263
NE19-8-11,2024-06-02,offline_or_near_zero,716.21,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,172.74,7.1975,1.205931,24.0,169.36,7.056667,1.182335,24.0,168.55,7.022917,1.17668,24.0,0.0,0.0,0.0,24.0,205.56,8.565,1.435054
NE19-8-11,2024-06-03,offline_or_near_zero,480.87,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,112.99,4.707917,1.17485,24.0,110.99,4.624583,1.154054,24.0,110.43,4.60125,1.148231,24.0,0.0,0.0,0.0,24.0,146.46,6.1025,1.522865
NE19-8-11,2024-06-04,offline_or_near_zero,798.54,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,195.07,8.127917,1.221417,24.0,190.5,7.9375,1.192802,24.0,188.62,7.859167,1.18103,24.0,0.0,0.0,0.0,24.0,224.35,9.347917,1.404751
NE19-8-11,2024-06-05,offline_or_near_zero,762.96,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,185.29,7.720417,1.214284,24.0,181.59,7.56625,1.190036,24.0,179.83,7.492917,1.178502,24.0,0.0,0.0,0.0,24.0,216.25,9.010417,1.417178
NE19-8-11,2024-06-06,offline_or_near_zero,761.85,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,183.16,7.631667,1.202074,24.0,178.99,7.457917,1.174706,24.0,177.79,7.407917,1.166831,24.0,0.0,0.0,0.0,24.0,221.91,9.24625,1.456389
NE19-8-11,2024-06-07,offline_or_near_zero,698.56,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,170.44,7.101667,1.219938,24.0,166.39,6.932917,1.19095,24.0,164.63,6.859583,1.178353,24.0,0.0,0.0,0.0,24.0,197.1,8.2125,1.410759
NE19-8-11,2024-06-08,offline_or_near_zero,538.34,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,127.72,5.321667,1.186239,24.0,125.05,5.210417,1.161441,24.0,123.75,5.15625,1.149367,24.0,0.0,0.0,0.0,24.0,161.82,6.7425,1.502954
NE19-8-11,2024-06-09,offline_or_near_zero,781.76,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,186.52,7.771667,1.192949,24.0,184.51,7.687917,1.180094,24.0,183.78,7.6575,1.175425,24.0,0.0,0.0,0.0,24.0,226.95,9.45625,1.451532
NE19-8-11,2024-06-10,offline_or_near_zero,599.97,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,145.85,6.077083,1.215477,24.0,142.88,5.953333,1.190726,24.0,142.2,5.925,1.185059,24.0,0.0,0.0,0.0,24.0,169.04,7.043333,1.408737
NE19-8-11,2024-06-11,offline_or_near_zero,767.95,FRONIUS-35d57c96-ce57-4d21-8268--003,Symo Advanced 24.0-3 480 (4),,24.0,185.56,7.731667,1.208152,24.0,181.4,7.558333,1.181066,24.0,179.58,7.4825,1.169217,24.0,0.0,0.0,0.0,24.0,221.41,9.225417,1.441565
NE19-8-11,,Omitted,,,,1,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-06-13,offline_or_near_zero,767.69,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,183.76,7.656667,1.196837,24.0,181.07,7.544583,1.179317,24.0,180.05,7.502083,1.172674,24.0,0.0,0.0,0.0,24.0,222.81,9.28375,1.451172
NE19-8-11,2024-06-14,offline_or_near_zero,645.22,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,153.93,6.41375,1.192849,24.0,150.76,6.281667,1.168284,24.0,149.66,6.235833,1.159759,24.0,0.0,0.0,0.0,24.0,190.87,7.952917,1.479108
NE19-8-11,2024-06-15,offline_or_near_zero,431.84,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,101.08,4.211667,1.170341,24.0,99.03,4.12625,1.146605,24.0,98.82,4.1175,1.144174,24.0,0.0,0.0,0.0,24.0,132.91,5.537917,1.53888
NE19-8-11,2024-06-16,offline_or_near_zero,301.16,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,69.3,2.8875,1.150551,24.0,68.81,2.867083,1.142416,24.0,69.07,2.877917,1.146733,24.0,0.0,0.0,0.0,24.0,93.98,3.915833,1.5603
NE19-8-11,2024-06-17,offline_or_near_zero,269.29,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,62.05,2.585417,1.152104,24.0,61.57,2.565417,1.143191,24.0,61.79,2.574583,1.147276,24.0,0.0,0.0,0.0,24.0,83.88,3.495,1.557429
NE19-8-11,2024-06-18,offline_or_near_zero,205.96,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,47.18,1.965833,1.145368,24.0,46.89,1.95375,1.138328,24.0,47.33,1.972083,1.14901,24.0,0.0,0.0,0.0,24.0,64.56,2.69,1.567295
NE19-8-11,2024-06-19,offline_or_near_zero,704.0,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,167.81,6.992083,1.191832,24.0,165.4,6.891667,1.174716,24.0,164.44,6.851667,1.167898,24.0,0.0,0.0,0.0,24.0,206.35,8.597917,1.465554
NE19-8-11,2024-06-20,offline_or_near_zero,692.76,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,165.63,6.90125,1.195436,24.0,165.11,6.879583,1.191683,24.0,165.4,6.891667,1.193776,24.0,0.0,0.0,0.0,24.0,196.62,8.1925,1.419106
NE19-8-11,2024-06-21,offline_or_near_zero,674.03,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,161.52,6.73,1.198166,24.0,160.3,6.679167,1.189116,24.0,159.73,6.655417,1.184888,24.0,0.0,0.0,0.0,24.0,192.48,8.02,1.42783
NE19-8-11,2024-06-22,offline_or_near_zero,770.22,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,184.38,7.6825,1.196931,24.0,180.72,7.53,1.173171,24.0,179.74,7.489167,1.166809,24.0,0.0,0.0,0.0,24.0,225.38,9.390833,1.463088
NE19-8-11,2024-06-23,offline_or_near_zero,721.78,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,173.07,7.21125,1.198911,24.0,169.54,7.064167,1.174458,24.0,168.62,7.025833,1.168084,24.0,0.0,0.0,0.0,24.0,210.55,8.772917,1.458547
NE19-8-11,2024-06-24,offline_or_near_zero,794.45,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,191.96,7.998333,1.208131,24.0,187.84,7.826667,1.182202,24.0,185.94,7.7475,1.170244,24.0,0.0,0.0,0.0,24.0,228.71,9.529583,1.439424
NE19-8-11,2024-06-25,offline_or_near_zero,794.32,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,191.75,7.989583,1.207007,24.0,188.28,7.845,1.185165,24.0,186.61,7.775417,1.174653,24.0,0.0,0.0,0.0,24.0,227.68,9.486667,1.433176
NE19-8-11,2024-06-26,offline_or_near_zero,578.94,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,136.15,5.672917,1.175856,24.0,135.73,5.655417,1.172229,24.0,136.13,5.672083,1.175683,24.0,0.0,0.0,0.0,24.0,170.93,7.122083,1.476232
NE19-8-11,2024-06-27,offline_or_near_zero,297.54,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,69.74,2.905833,1.171943,24.0,68.92,2.871667,1.158164,24.0,68.21,2.842083,1.146232,24.0,0.0,0.0,0.0,24.0,90.67,3.777917,1.523661
NE19-8-11,2024-06-28,offline_or_near_zero,428.8,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,101.23,4.217917,1.180387,24.0,100.09,4.170417,1.167094,24.0,99.44,4.143333,1.159515,24.0,0.0,0.0,0.0,24.0,128.04,5.335,1.493004
NE19-8-11,2024-06-29,offline_or_near_zero,769.66,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,183.34,7.639167,1.191045,24.0,181.45,7.560417,1.178767,24.0,181.07,7.544583,1.176299,24.0,0.0,0.0,0.0,24.0,223.8,9.325,1.453889
NE19-8-11,2024-06-30,offline_or_near_zero,267.4,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,62.41,2.600417,1.166978,24.0,61.03,2.542917,1.141174,24.0,60.58,2.524167,1.13276,24.0,0.0,0.0,0.0,24.0,83.38,3.474167,1.559088
NE19-8-11,2024-07-01,offline_or_near_zero,399.4,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,93.27,3.88625,1.167626,24.0,92.31,3.84625,1.155608,24.0,92.63,3.859583,1.159614,24.0,0.0,0.0,0.0,24.0,121.19,5.049583,1.517151
NE19-8-11,2024-07-02,offline_or_near_zero,605.03,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,143.92,5.996667,1.189363,24.0,141.24,5.885,1.167215,24.0,140.24,5.843333,1.158951,24.0,0.0,0.0,0.0,24.0,179.63,7.484583,1.484472
NE19-8-11,2024-07-03,offline_or_near_zero,521.36,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,123.12,5.13,1.180758,24.0,121.07,5.044583,1.161098,24.0,120.62,5.025833,1.156782,24.0,0.0,0.0,0.0,24.0,156.55,6.522917,1.501362
NE19-8-11,2024-07-04,offline_or_near_zero,600.58,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,143.91,5.99625,1.198092,24.0,141.41,5.892083,1.177279,24.0,140.72,5.863333,1.171534,24.0,0.0,0.0,0.0,24.0,174.54,7.2725,1.453095
NE19-8-11,2024-07-05,offline_or_near_zero,767.56,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,184.73,7.697083,1.203359,24.0,181.03,7.542917,1.179256,24.0,178.94,7.455833,1.165642,24.0,0.0,0.0,0.0,24.0,222.86,9.285833,1.451743
NE19-8-11,2024-07-06,offline_or_near_zero,682.07,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,163.97,6.832083,1.202003,24.0,161.59,6.732917,1.184556,24.0,160.41,6.68375,1.175906,24.0,0.0,0.0,0.0,24.0,196.1,8.170833,1.437536
NE19-8-11,2024-07-07,offline_or_near_zero,761.86,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,181.95,7.58125,1.194117,24.0,178.39,7.432917,1.170753,24.0,176.96,7.373333,1.161368,24.0,0.0,0.0,0.0,24.0,224.56,9.356667,1.473762
NE19-8-11,2024-07-08,offline_or_near_zero,747.11,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,174.32,7.263333,1.166629,24.0,175.63,7.317917,1.175396,24.0,173.94,7.2475,1.164086,24.0,0.0,0.0,0.0,24.0,223.22,9.300833,1.49389
NE19-8-11,2024-07-09,offline_or_near_zero,695.96,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,125.92,5.246667,0.90465,24.0,174.26,7.260833,1.25194,24.0,173.02,7.209167,1.243031,24.0,0.0,0.0,0.0,24.0,222.76,9.281667,1.600379
NE19-8-11,2024-07-10,offline_or_near_zero,744.58,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,175.03,7.292917,1.175361,24.0,174.06,7.2525,1.168847,24.0,173.25,7.21875,1.163408,24.0,0.0,0.0,0.0,24.0,222.24,9.26,1.492385
NE19-8-11,2024-07-11,offline_or_near_zero,748.1,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,178.25,7.427083,1.191351,24.0,174.71,7.279583,1.167691,24.0,172.99,7.207917,1.156196,24.0,0.0,0.0,0.0,24.0,222.15,9.25625,1.484761
NE19-8-11,2024-07-12,offline_or_near_zero,732.76,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,175.52,7.313333,1.197664,24.0,172.37,7.182083,1.17617,24.0,171.19,7.132917,1.168118,24.0,0.0,0.0,0.0,24.0,213.68,8.903333,1.458049
NE19-8-11,2024-07-13,offline_or_near_zero,711.66,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,170.04,7.085,1.194672,24.0,166.48,6.936667,1.16966,24.0,164.8,6.866667,1.157856,24.0,0.0,0.0,0.0,24.0,210.34,8.764167,1.477812
NE19-8-11,2024-07-14,offline_or_near_zero,750.62,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,178.6,7.441667,1.189683,24.0,176.48,7.353333,1.175562,24.0,175.68,7.32,1.170233,24.0,0.0,0.0,0.0,24.0,219.86,9.160833,1.464523
NE19-8-11,2024-07-15,offline_or_near_zero,715.39,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,169.61,7.067083,1.185437,24.0,166.82,6.950833,1.165937,24.0,165.65,6.902083,1.15776,24.0,0.0,0.0,0.0,24.0,213.31,8.887917,1.490865
NE19-8-11,2024-07-16,offline_or_near_zero,712.88,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,169.53,7.06375,1.18905,24.0,166.4,6.933333,1.167097,24.0,165.72,6.905,1.162327,24.0,0.0,0.0,0.0,24.0,211.23,8.80125,1.481526
NE19-8-11,2024-07-17,offline_or_near_zero,741.56,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,175.6,7.316667,1.183991,24.0,173.19,7.21625,1.167741,24.0,172.28,7.178333,1.161605,24.0,0.0,0.0,0.0,24.0,220.49,9.187083,1.486663
NE19-8-11,2024-07-18,offline_or_near_zero,454.52,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,106.77,4.44875,1.174536,24.0,104.79,4.36625,1.152755,24.0,104.05,4.335417,1.144614,24.0,0.0,0.0,0.0,24.0,138.91,5.787917,1.528096
NE19-8-11,2024-07-19,offline_or_near_zero,725.17,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,171.06,7.1275,1.179448,24.0,168.07,7.002917,1.158832,24.0,166.98,6.9575,1.151316,24.0,0.0,0.0,0.0,24.0,219.06,9.1275,1.510404
NE19-8-11,2024-07-20,offline_or_near_zero,711.57,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,167.87,6.994583,1.179575,24.0,165.0,6.875,1.159408,24.0,164.06,6.835833,1.152803,24.0,0.0,0.0,0.0,24.0,214.64,8.943333,1.508214
NE19-8-11,2024-07-21,offline_or_near_zero,685.6,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,161.08,6.711667,1.174737,24.0,158.52,6.605,1.156068,24.0,157.88,6.578333,1.1514,24.0,0.0,0.0,0.0,24.0,208.12,8.671667,1.517795
NE19-8-11,2024-07-22,offline_or_near_zero,574.38,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,132.83,5.534583,1.15629,24.0,131.4,5.475,1.143842,24.0,131.45,5.477083,1.144277,24.0,0.0,0.0,0.0,24.0,178.7,7.445833,1.55559
NE19-8-11,2024-07-23,offline_or_near_zero,695.63,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,163.98,6.8325,1.178644,24.0,160.62,6.6925,1.154493,24.0,159.73,6.655417,1.148096,24.0,0.0,0.0,0.0,24.0,211.3,8.804167,1.518767
NE19-8-11,2024-07-24,offline_or_near_zero,718.36,FRONIUS-35d57c96-ce57-4d21-8268--004,Symo Advanced 24.0-3 480 (4),,24.0,169.67,7.069583,1.180954,24.0,166.67,6.944583,1.160073,24.0,165.83,6.909583,1.154226,24.0,0.0,0.0,0.0,24.0,216.19,9.007917,1.504747
